csa,industry,indust_jobs,total_jobs,pop,natl_prop,expect_jobs,log_ratio,log_ratio_adj,csa_city,csa_state
Albuquerque-Santa Fe-Las Vegas,Energy,1,28,643892,0.012198010421601136,0.3415442918048318,1.0742779105633715,0.6895378735709888,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Finance,3,28,643892,0.0446470866887731,1.2501184272856467,0.8753740000131061,0.4662356537469608,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Government,4,28,643892,0.02392231170061582,0.669824727617243,1.7870335625116933,1.4897228414374748,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Healthcare,7,28,643892,0.310279488394126,8.687825675035528,-0.21601254890682198,-0.7590245152747881,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Manufacturing,1,28,643892,0.042870677404073895,1.200378967314069,-0.18263731303276362,-0.7215553461809792,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Restaurants & Travel,2,28,643892,0.045831359545239224,1.2832780672666984,0.44372938632317066,-0.018356128010338462,Albuquerque,NM
Albuquerque-Santa Fe-Las Vegas,Retail,2,28,643892,0.10480814779725249,2.93462813832307,-0.383433565654977,-0.9469820299442195,Albuquerque,NM
Amarillo-Borger,Auto,1,3,199582,0.02344860255802937,0.07034580767408811,2.654332089605566,2.4634075005997143,Amarillo,TX
Amarillo-Borger,Human Resources,1,3,199582,0.06335859782093795,0.19007579346281384,1.6603323734040951,1.3474800031554153,Amarillo,TX
Amarillo-Borger,Transport & Freight,1,3,199582,0.03540975840833728,0.10622927522501184,2.242155546909415,2.0006718173805336,Amarillo,TX
Appleton-Oshkosh-Neenah,Consulting,1,14,166863,0.07697773567029843,1.077688299384178,-0.07481828353673019,-0.6005108249388879,Appleton,WI
Appleton-Oshkosh-Neenah,Finance,1,14,166863,0.0446470866887731,0.6250592136428234,0.46990889190494184,0.011034655178047846,Appleton,WI
Appleton-Oshkosh-Neenah,Healthcare,5,14,166863,0.310279488394126,4.343912837517764,0.1406623950319105,-0.3585984677587334,Appleton,WI
Appleton-Oshkosh-Neenah,Human Resources,3,14,166863,0.06335859782093795,0.8870203694931312,1.2184996211250558,0.8514503670264856,Appleton,WI
Appleton-Oshkosh-Neenah,Insurance,2,14,166863,0.017290383704405495,0.24206537186167693,2.1116946382045616,1.8542080780128172,Appleton,WI
Appleton-Oshkosh-Neenah,Restaurants & Travel,1,14,166863,0.045831359545239224,0.6416390336333492,0.44372938632317066,-0.018356128010338462,Appleton,WI
Appleton-Oshkosh-Neenah,Retail,1,14,166863,0.10480814779725249,1.467314069161535,-0.383433565654977,-0.9469820299442195,Appleton,WI
Asheville-Brevard,Auto,1,11,104323,0.02344860255802937,0.2579346281383231,1.3550491054753055,1.0047495298578342,Asheville,NC
Asheville-Brevard,Electronics,1,11,104323,0.004026527711984841,0.04429180483183325,3.116955611553679,2.982778181186294,Asheville,NC
Asheville-Brevard,Healthcare,5,11,104323,0.310279488394126,3.413074372335386,0.3818244518487985,-0.08785455691475628,Asheville,NC
Asheville-Brevard,Manufacturing,1,11,104323,0.042870677404073895,0.47157745144481283,0.7516719243440698,0.3273598115510125,Asheville,NC
Asheville-Brevard,Restaurants & Travel,1,11,104323,0.045831359545239224,0.5041449549976315,0.6848914431400589,0.2523877828336389,Asheville,NC
Asheville-Brevard,Retail,2,11,104323,0.10480814779725249,1.1528896257697774,0.5508756717218565,0.1019331277877721,Asheville,NC
Asheville-Brevard,Telecommunications,1,11,104323,0.011369019422074847,0.12505921364282332,2.078967944702004,1.817467003961511,Asheville,NC
Atlanta--Athens-Clarke County--Sandy Springs,Agriculture,1,207,1778008,0.007460918995736618,1.54441023211748,-0.43464211068869063,-1.004472009645233,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Auto,14,207,1778008,0.02344860255802937,4.85386072951208,1.0592829146235654,0.6727035344654999,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Construction,9,207,1778008,0.02854097584083373,5.9079819990525815,0.42092025954840656,-0.04396310892369436,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Consulting,23,207,1778008,0.07697773567029843,15.934391283751776,0.36701446874230914,-0.10448118880995816,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Consumer Goods,11,207,1778008,0.023211747986736146,4.804831833254382,0.8282732292706956,0.4133573235366307,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Education,18,207,1778008,0.06927996210326859,14.340952155376598,0.2272525263671503,-0.26138686197119004,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Energy,1,207,1778008,0.012198010421601136,2.5249881572714354,-0.9262363725267937,-1.5563670911321383,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Finance,7,207,1778008,0.0446470866887731,9.24194694457603,-0.2778424226898552,-0.8284386762583232,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Food & Beverages,10,207,1778008,0.02700142112742776,5.589294173377547,0.5817320797424469,0.13657450003496338,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Healthcare,41,207,1778008,0.310279488394126,64.22785409758409,-0.44886491434799264,-1.0204394364316502,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Human Resources,18,207,1778008,0.06335859782093795,13.115229748934155,0.31659762670300023,-0.1610823522197141,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Insurance,3,207,1778008,0.017290383704405495,3.5791094268119377,-0.17650171733738468,-0.7146671350094111,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Internet & Software,5,207,1778008,0.017764092846991947,3.677167219327333,0.30729523404068676,-0.1715258117043601,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Manufacturing,19,207,1778008,0.042870677404073895,8.874230222643297,0.7612873830435115,0.33815473894219106,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Media,1,207,1778008,0.008408337280909521,1.740525817148271,-0.5541872613384733,-1.138681022607541,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Organization,1,207,1778008,0.0182378019895784,3.775225011842729,-1.328459986710787,-2.0079289818182,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Pharmaceuticals,1,207,1778008,0.0035528185693983892,0.7354334438654666,0.30729523404068676,-0.1715258117043601,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Real Estate,4,207,1778008,0.01622453813358598,3.358479393652298,0.1748060509946078,-0.320266621249102,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Restaurants & Travel,4,207,1778008,0.045831359545239224,9.48709142586452,-0.8636377162070492,-1.4860898458254512,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Retail,14,207,1778008,0.10480814779725249,21.695286594031266,-0.4380376996898288,-1.0082841144925763,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Telecommunications,1,207,1778008,0.011369019422074847,2.3533870203694933,-0.8558555757649943,-1.477353118473607,Atlanta,GA
Atlanta--Athens-Clarke County--Sandy Springs,Transport & Freight,12,207,1778008,0.03540975840833728,7.329819990525817,0.49295569210015616,0.03690846343649152,Atlanta,GA
Bend-Redmond-Prineville,Auto,2,6,120444,0.02344860255802937,0.14069161534817623,2.654332089605566,2.4634075005997143,Bend,OR
Bend-Redmond-Prineville,Healthcare,2,6,120444,0.310279488394126,1.861676930364756,0.0716695235449591,-0.4360542669556867,Bend,OR
Bend-Redmond-Prineville,Restaurants & Travel,1,6,120444,0.045831359545239224,0.27498815727143533,1.2910272467103745,0.9328745066875045,Bend,OR
Bend-Redmond-Prineville,Retail,2,6,120444,0.10480814779725249,0.6288488867835149,1.157011475292172,0.7824198516416377,Bend,OR
Birmingham-Hoover-Talladega,Consulting,1,10,195464,0.07697773567029843,0.7697773567029843,0.26165395308448286,-0.22276562556692805,Birmingham,AL
Birmingham-Hoover-Talladega,Consumer Goods,2,10,195464,0.023211747986736146,0.23211747986736145,2.1536588373035936,1.9013197651889386,Birmingham,AL
Birmingham-Hoover-Talladega,Finance,3,10,195464,0.0446470866887731,0.44647086688773097,1.9049934171942644,1.622152100006935,Birmingham,AL
Birmingham-Hoover-Talladega,Healthcare,2,10,195464,0.310279488394126,3.10279488394126,-0.4391561002210317,-1.0095397022815698,Birmingham,AL
Birmingham-Hoover-Talladega,Restaurants & Travel,1,10,195464,0.045831359545239224,0.45831359545239225,0.7802016229443837,0.3593890713616213,Birmingham,AL
Birmingham-Hoover-Talladega,Transport & Freight,1,10,195464,0.03540975840833728,0.3540975840833728,1.038182742583479,0.6490151351666362,Birmingham,AL
Bloomington-Bedford,Retail,1,1,84465,0.10480814779725249,0.10480814779725249,2.2556237639602816,2.015792097098565,Bloomington,IN
Bloomington-Bedford,Transport & Freight,1,1,84465,0.03540975840833728,0.03540975840833728,3.340767835577525,3.234044062837461,Bloomington,IN
Bloomington-Pontiac,Construction,1,10,133696,0.02854097584083373,0.28540975840833727,1.2538293824835105,0.8911138111255517,Bloomington,IL
Bloomington-Pontiac,Education,1,10,133696,0.06927996210326859,0.6927996210326859,0.36701446874230914,-0.10448118880995816,Bloomington,IL
Bloomington-Pontiac,Finance,1,10,133696,0.0446470866887731,0.44647086688773097,0.8063811285261547,0.38877985455000746,Bloomington,IL
Bloomington-Pontiac,Healthcare,2,10,133696,0.310279488394126,3.10279488394126,-0.4391561002210317,-1.0095397022815698,Bloomington,IL
Bloomington-Pontiac,Human Resources,1,10,133696,0.06335859782093795,0.6335859782093795,0.45635956907815906,-0.0041766790584822355,Bloomington,IL
Bloomington-Pontiac,Media,1,10,133696,0.008408337280909521,0.08408337280909521,2.47594643893285,2.2631403883555605,Bloomington,IL
Bloomington-Pontiac,Retail,3,10,133696,0.10480814779725249,1.048081477972525,1.0516509596343455,0.6641354148846675,Bloomington,IL
Bloomsburg-Berwick-Sunbury,Finance,1,3,19204,0.0446470866887731,0.1339412600663193,2.0103539328520905,1.7404365367639048,Bloomsburg,PA
Bloomsburg-Berwick-Sunbury,Healthcare,2,3,19204,0.310279488394126,0.930838465182378,0.7648167041049044,0.3421169799323277,Bloomsburg,PA
Bloomsburg-Berwick-Sunbury,Human Resources,1,3,19204,0.06335859782093795,0.19007579346281384,1.6603323734040951,1.3474800031554153,Bloomsburg,PA
Boise City-Mountain Home-Ontario,Finance,1,7,264939,0.0446470866887731,0.3125296068214117,1.163056072464887,0.7892059020660621,Boise City,ID
Boise City-Mountain Home-Ontario,Healthcare,2,7,264939,0.310279488394126,2.171956418758882,-0.08248115628229931,-0.6091136547655152,Boise City,ID
Boise City-Mountain Home-Ontario,Human Resources,1,7,264939,0.06335859782093795,0.4435101847465656,0.8130345130168913,0.39624936845757236,Boise City,ID
Boise City-Mountain Home-Ontario,Restaurants & Travel,1,7,264939,0.045831359545239224,0.3208195168166746,1.136876566883116,0.7598151188776759,Boise City,ID
Boise City-Mountain Home-Ontario,Retail,2,7,264939,0.10480814779725249,0.7336570345807675,1.0028607954649136,0.6093604638318092,Boise City,ID
Boston-Worcester-Providence,Aerospace & Defense,1,201,3168727,0.011250592136428234,2.261369019422075,-0.8159703906914053,-1.4325754650811475,Boston,MA
Boston-Worcester-Providence,Agriculture,1,201,3168727,0.007460918995736618,1.49964471814306,-0.4052282254823971,-0.9714501055406648,Boston,MA
Boston-Worcester-Providence,Auto,2,201,3168727,0.02344860255802937,4.713169114163904,-0.8572133492254546,-1.4788774415847021,Boston,MA
Boston-Worcester-Providence,Construction,1,201,3168727,0.02854097584083373,5.73673614400758,-1.7468904325815195,-2.4776856957329816,Boston,MA
Boston-Worcester-Providence,Consulting,18,201,3168727,0.07697773567029843,15.472524869729986,0.15130589591561736,-0.3466493946235919,Boston,MA
Boston-Worcester-Providence,Consumer Goods,2,201,3168727,0.023211747986736146,4.665561345333965,-0.8470609777614365,-1.4674797416695944,Boston,MA
Boston-Worcester-Providence,Education,7,201,3168727,0.06927996210326859,13.925272382756987,-0.6877951972674077,-1.288677815513721,Boston,MA
Boston-Worcester-Providence,Electronics,1,201,3168727,0.004026527711984841,0.809332070108953,0.21154597629297411,-0.2790200371442566,Boston,MA
Boston-Worcester-Providence,Finance,4,201,3168727,0.0446470866887731,8.974064424443393,-0.8080443254189847,-1.4236771585324968,Boston,MA
Boston-Worcester-Providence,Food & Beverages,6,201,3168727,0.02700142112742776,5.4272856466129795,0.10032034118274974,-0.4038890311863514,Boston,MA
Boston-Worcester-Providence,Government,17,201,3168727,0.02392231170061582,4.80838465182378,1.2628521475641468,0.9012433428470893,Boston,MA
Boston-Worcester-Providence,Healthcare,78,201,3168727,0.310279488394126,62.36617716721933,0.22368573084358462,-0.26539117418338937,Boston,MA
Boston-Worcester-Providence,Human Resources,17,201,3168727,0.06335859782093795,12.735078162008527,0.288853098069345,-0.19223013013281282,Boston,MA
Boston-Worcester-Providence,Insurance,4,201,3168727,0.017290383704405495,3.4753671245855045,0.14059424032068968,-0.3586749825857419,Boston,MA
Boston-Worcester-Providence,Internet & Software,4,201,3168727,0.017764092846991947,3.5705826622453816,0.11356556793277037,-0.3890190946065738,Boston,MA
Boston-Worcester-Providence,Manufacturing,2,201,3168727,0.042870677404073895,8.617006158218853,-1.4605905303566902,-2.1562671598915237,Boston,MA
Boston-Worcester-Providence,Media,1,201,3168727,0.008408337280909521,1.690075793462814,-0.5247733761321799,-1.1056591185029727,Boston,MA
Boston-Worcester-Providence,Organization,14,201,3168727,0.0182378019895784,3.6657981999052582,1.340011228110765,0.9878670493291529,Boston,MA
Boston-Worcester-Providence,Pharmaceuticals,3,201,3168727,0.0035528185693983892,0.7141165324490762,1.4353214079150898,1.0948683378571353,Boston,MA
Boston-Worcester-Providence,Real Estate,2,201,3168727,0.01622453813358598,3.261132164850782,-0.4889272443590442,-1.0654159640325485,Boston,MA
Boston-Worcester-Providence,Restaurants & Travel,11,201,3168727,0.045831359545239224,9.212103268593085,0.1773770806777241,-0.31738021929810445,Boston,MA
Boston-Worcester-Providence,Retail,8,201,3168727,0.10480814779725249,21.06643770724775,-0.9682396024189581,-1.6035225967667497,Boston,MA
Boston-Worcester-Providence,Telecommunications,2,201,3168727,0.011369019422074847,2.285172903837044,-0.13329450999875542,-0.6661599674810247,Boston,MA
Boston-Worcester-Providence,Transport & Freight,1,201,3168727,0.03540975840833728,7.117361440075793,-1.962537072481551,-2.719784371691897,Boston,MA
Bowling Green-Glasgow,Consulting,1,5,65234,0.07697773567029843,0.38488867835149215,0.9548011336444282,0.5554056213210864,Bowling Green,KY
Bowling Green-Glasgow,Food & Beverages,1,5,65234,0.02700142112742776,0.1350071056371388,2.00242786757967,1.7315382302152538,Bowling Green,KY
Bowling Green-Glasgow,Healthcare,2,5,65234,0.310279488394126,1.55139744197063,0.2539910803389136,-0.2313684553935555,Bowling Green,KY
Bowling Green-Glasgow,Restaurants & Travel,1,5,65234,0.045831359545239224,0.22915679772619613,1.473348803504329,1.1375603182496357,Bowling Green,KY
Brownsville-Harlingen-Raymondville,Education,1,3,65539,0.06927996210326859,0.20783988630980577,1.570987273068245,1.2471754934039392,Brownsville,TX
Brownsville-Harlingen-Raymondville,Healthcare,2,3,65539,0.310279488394126,0.930838465182378,0.7648167041049044,0.3421169799323277,Brownsville,TX
Buffalo-Cheektowaga,Aerospace & Defense,1,33,436166,0.011250592136428234,0.3712695405021317,0.9908269559011903,0.5958505077924756,Buffalo,NY
Buffalo-Cheektowaga,Agriculture,1,33,436166,0.007460918995736618,0.24621032685930838,1.4015691211101984,1.0569758673329583,Buffalo,NY
Buffalo-Cheektowaga,Auto,1,33,436166,0.02344860255802937,0.7738038844149693,0.2564368168071957,-0.2286227155990935,Buffalo,NY
Buffalo-Cheektowaga,Consulting,4,33,436166,0.07697773567029843,2.540265277119848,0.4540258457319389,-0.0067966657758093876,Buffalo,NY
Buffalo-Cheektowaga,Education,4,33,436166,0.06927996210326859,2.2862387494078633,0.5593863613897652,0.1114877709811605,Buffalo,NY
Buffalo-Cheektowaga,Electronics,1,33,436166,0.004026527711984841,0.13287541449549975,2.0183433228855696,1.7494059357293663,Buffalo,NY
Buffalo-Cheektowaga,Finance,3,33,436166,0.0446470866887731,1.4733538607295122,0.7110709487218297,0.2817785660220248,Buffalo,NY
Buffalo-Cheektowaga,Healthcare,9,33,436166,0.310279488394126,10.239223117006159,-0.1290011719171922,-0.6613399922406393,Buffalo,NY
Buffalo-Cheektowaga,Human Resources,3,33,436166,0.06335859782093795,2.0908337280909524,0.361049389273834,-0.11117796758646499,Buffalo,NY
Buffalo-Cheektowaga,Insurance,1,33,436166,0.017290383704405495,0.5705826622453813,0.5610972257933945,0.11340849651185235,Buffalo,NY
Buffalo-Cheektowaga,Manufacturing,1,33,436166,0.042870677404073895,1.4147323543344386,-0.34694036432403996,-0.9060124339059151,Buffalo,NY
Buffalo-Cheektowaga,Organization,1,33,436166,0.0182378019895784,0.6018474656560872,0.5077512450881018,0.05351889515999126,Buffalo,NY
Buffalo-Cheektowaga,Retail,1,33,436166,0.10480814779725249,3.458668877309332,-1.2408837975061984,-1.9096103645571696,Buffalo,NY
Buffalo-Cheektowaga,Telecommunications,1,33,436166,0.011369019422074847,0.37517764092846995,0.9803556560338947,0.5840947585045839,Buffalo,NY
Buffalo-Cheektowaga,Transport & Freight,2,33,436166,0.03540975840833728,1.1685220274751302,0.5374074546709898,0.08681284806974052,Buffalo,NY
Cape Coral-Fort Myers-Naples,Auto,1,17,332993,0.02344860255802937,0.39862624348649933,0.9197310342174597,0.5160336902724387,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Consumer Goods,1,17,332993,0.023211747986736146,0.39459971577451447,0.9298834056814779,0.5274313901875465,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Education,1,17,332993,0.06927996210326859,1.177759355755566,-0.16361378231986123,-0.7001983169233358,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Finance,1,17,332993,0.0446470866887731,0.7590004737091427,0.2757528774639843,-0.20693727356337024,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Government,1,17,332993,0.02392231170061582,0.40667929891046894,0.8997303675107905,0.4935796658080423,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Healthcare,4,17,332993,0.310279488394126,5.2747513027001425,-0.2766371707232569,-0.8270855835069333,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Human Resources,2,17,332993,0.06335859782093795,1.077096162955945,0.6188784985759339,0.1782774397161544,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Insurance,1,17,332993,0.017290383704405495,0.2939365229748934,1.2243914432036587,0.8580649023833847,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Manufacturing,2,17,332993,0.042870677404073895,0.7288015158692562,1.0095010336461694,0.6168152188536314,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Real Estate,2,17,332993,0.01622453813358598,0.27581714827096165,1.9811643196438156,1.707666414712607,Cape Coral,FL
Cape Coral-Fort Myers-Naples,Retail,1,17,332993,0.10480814779725249,1.7817385125532923,-0.5775895800959344,-1.1649539586856374,Cape Coral,FL
Cape Girardeau-Sikeston,Healthcare,2,3,39628,0.310279488394126,0.930838465182378,0.7648167041049044,0.3421169799323277,Cape Girardeau,MO
Cape Girardeau-Sikeston,Human Resources,1,3,39628,0.06335859782093795,0.19007579346281384,1.6603323734040951,1.3474800031554153,Cape Girardeau,MO
Cape Girardeau-Sikeston,Retail,1,3,39628,0.10480814779725249,0.31442444339175746,1.157011475292172,0.7824198516416377,Cape Girardeau,MO
Cedar Rapids-Iowa City,Consulting,1,18,251654,0.07697773567029843,1.3855992420653718,-0.32613271181763615,-0.8826524356979725,Cedar Rapids,IA
Cedar Rapids-Iowa City,Education,4,18,251654,0.06927996210326859,1.2470393178588346,1.1655221649600809,0.7919744948350262,Cedar Rapids,IA
Cedar Rapids-Iowa City,Energy,2,18,251654,0.012198010421601136,0.21956418758882046,2.209257843402356,1.9637387565879327,Cedar Rapids,IA
Cedar Rapids-Iowa City,Finance,1,18,251654,0.0446470866887731,0.8036475603979157,0.21859446362403573,-0.271106955581037,Cedar Rapids,IA
Cedar Rapids-Iowa City,Healthcare,1,18,251654,0.310279488394126,5.585030791094268,-1.720089945683096,-2.447597759300629,Cedar Rapids,IA
Cedar Rapids-Iowa City,Insurance,2,18,251654,0.017290383704405495,0.3112269066792989,1.8603802099236553,1.5720664672537321,Cedar Rapids,IA
Cedar Rapids-Iowa City,Manufacturing,1,18,251654,0.042870677404073895,0.7716721932733301,0.2591954392462756,-0.22552571005204952,Cedar Rapids,IA
Cedar Rapids-Iowa City,Restaurants & Travel,1,18,251654,0.045831359545239224,0.824964471814306,0.19241495804226477,-0.30049773876942304,Cedar Rapids,IA
Cedar Rapids-Iowa City,Retail,4,18,251654,0.10480814779725249,1.8865466603505447,0.7515463671840077,0.32721885307272464,Cedar Rapids,IA
Cedar Rapids-Iowa City,Telecommunications,1,18,251654,0.011369019422074847,0.20464234959734723,1.5864914596042103,1.2645814823584496,Cedar Rapids,IA
Charleston-Huntington-Ashland,Education,1,13,124692,0.06927996210326859,0.9006395073424917,0.104650204274818,-0.39902805063891955,Charleston,WV
Charleston-Huntington-Ashland,Government,1,13,124692,0.02392231170061582,0.3109900521080057,1.1679943541054698,0.7947499320924587,Charleston,WV
Charleston-Huntington-Ashland,Healthcare,4,13,124692,0.310279488394126,4.0336333491236385,-0.008373184128577514,-0.5259153172225168,Charleston,WV
Charleston-Huntington-Ashland,Human Resources,1,13,124692,0.06335859782093795,0.8236617716721932,0.19399530461066808,-0.29872354088744346,Charleston,WV
Charleston-Huntington-Ashland,Retail,6,13,124692,0.10480814779725249,1.3625059213642823,1.4824338757267999,1.1477597999437208,Charleston,WV
Charlotte-Concord,Auto,2,85,1346002,0.02344860255802937,1.9931312174324967,0.003440302343304674,-0.5126527436223575,Charlotte,NC
Charlotte-Concord,Construction,4,85,1346002,0.02854097584083373,2.425982946470867,0.5000575801071303,0.04488149600539217,Charlotte,NC
Charlotte-Concord,Consulting,9,85,1346002,0.07697773567029843,6.543107531975367,0.3188123669244314,-0.15859594354926138,Charlotte,NC
Charlotte-Concord,Consumer Goods,3,85,1346002,0.023211747986736146,1.9729985788725724,0.4190577819154872,-0.04605404513833651,Charlotte,NC
Charlotte-Concord,Education,1,85,1346002,0.06927996210326859,5.88879677877783,-1.7730516947539616,-2.5070559977061464,Charlotte,NC
Charlotte-Concord,Energy,1,85,1346002,0.012198010421601136,1.0368308858360966,-0.03616883575174095,-0.5571204890652253,Charlotte,NC
Charlotte-Concord,Finance,7,85,1346002,0.0446470866887731,3.7950023685457133,0.6122251140851972,0.17080792580858942,Charlotte,NC
Charlotte-Concord,Food & Beverages,3,85,1346002,0.02700142112742776,2.2951207958313598,0.2678268121915637,-0.21583558011202095,Charlotte,NC
Charlotte-Concord,Government,4,85,1346002,0.02392231170061582,2.0333964945523446,0.6765868161965808,0.24306447880126059,Charlotte,NC
Charlotte-Concord,Healthcare,23,85,1346002,0.310279488394126,26.37375651350071,-0.136875228348098,-0.6701799103457015,Charlotte,NC
Charlotte-Concord,Human Resources,8,85,1346002,0.06335859782093795,5.385480814779726,0.39573494726172403,-0.07223774729062751,Charlotte,NC
Charlotte-Concord,Insurance,1,85,1346002,0.017290383704405495,1.469682614874467,-0.3850464692304416,-0.9487927783994257,Charlotte,NC
Charlotte-Concord,Internet & Software,2,85,1346002,0.017764092846991947,1.5099478919943154,0.28107203894158433,-0.20096564353224333,Charlotte,NC
Charlotte-Concord,Manufacturing,7,85,1346002,0.042870677404073895,3.644007579346281,0.652826089707437,0.21638917133757685,Charlotte,NC
Charlotte-Concord,Media,2,85,1346002,0.008408337280909521,0.7147086688773093,1.0290274559965247,0.6387368263473864,Charlotte,NC
Charlotte-Concord,Real Estate,1,85,1346002,0.01622453813358598,1.3790857413548083,-0.3214207733502303,-0.877362512958218,Charlotte,NC
Charlotte-Concord,Restaurants & Travel,4,85,1346002,0.045831359545239224,3.895665561345334,0.026429820568003644,-0.486843243758538,Charlotte,NC
Charlotte-Concord,Retail,5,85,1346002,0.10480814779725249,8.908692562766461,-0.5775895800959344,-1.1649539586856374,Charlotte,NC
Charlotte-Concord,Telecommunications,3,85,1346002,0.011369019422074847,0.966366650876362,1.1328242496781682,0.7552657290502333,Charlotte,NC
Charlotte-Concord,Transport & Freight,5,85,1346002,0.03540975840833728,3.0098294647086687,0.5075544915213087,0.05329800705325854,Charlotte,NC
Chattanooga-Cleveland-Dalton,Aerospace & Defense,1,15,213000,0.011250592136428234,0.1687588820464235,1.7792843162654604,1.4810230432084723,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Construction,1,15,213000,0.02854097584083373,0.42811463761250595,0.848364274375346,0.43591281255663844,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Consulting,2,15,213000,0.07697773567029843,1.1546660350544764,0.5493360255362637,0.10020462275217312,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Energy,1,15,213000,0.012198010421601136,0.18297015632401706,1.6984322196363653,1.3902533212620496,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Healthcare,3,15,213000,0.310279488394126,4.65419232591189,-0.4391561002210315,-1.0095397022815698,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Human Resources,1,15,213000,0.06335859782093795,0.9503789673140692,0.050894460969994504,-0.4593776776273955,Chattanooga,TN
Chattanooga-Cleveland-Dalton,Manufacturing,1,15,213000,0.042870677404073895,0.6430601610611084,0.4415169960402302,-0.020839898489918178,Chattanooga,TN
